chr	start	stop	DmelID	chr.1	start.1	stop.1	CAD_CRMs	Meso	VM	SM	Dmel_Twi_TP1	Dmel_Twi_TP2	Dmel_Twi_TP3	Dmel_Tin_TP2	Dmel_Tin_TP3	Dmel_Mef2_TP1	Dmel_Mef2_TP2	Dmel_Mef2_TP3	Dmel_Mef2_TP4	Dmel_Mef2_TP5	Dmel_Bap_TP3	Dmel_Bin_TP3	Dmel_Bin_TP4	Dmel_Bin_TP5
X	2876439	2876829	MesoCRM-6877	chrX	2876444	2877162	rst_9540	0	1	0	0.606612274	0.791890114	1	0.894434133	1	0.919305743	0.905923862	0.918474599	0.784897194	0.649362669	1	0.732357602	0.600267231	0.436934844
X	3245586	3245963	MesoCRM-6909	chrX	3245525	3246218	Unspecified_BN106-sm	1	0	0	0.905819679	0.915447436	0.883669108	0.751681553	0.565692778	0.678176368	0.759084555	0.441177406	0.478817593	0.357732728	0.477747171	0.458000071	0.663198473	0.42722518
2R	9913760	9913960	MesoCRM-713	chr2R	9913429	9914021	VT16460.2	0	1	0	0.340194721	0.351951162	0.155941607	0.231972942	0.357279649	0.464174047	0.236436173	0.265738437	0.400024825	0.591036681	0.542894513	0.420386539	0.551858583	0.679676423
X	7194653	7194853	MesoCRM-7174	chrX	7194410	7196356	VT58198.1	1	0	0	0.305355503	0.307021226	0.272897813	0.316732287	0.511559497	0.530484625	0.403185895	0.521156935	0.569732326	0.59298088	0.588738938	0.712444555	0.769697498	0.716573143
X	7195695	7195994	MesoCRM-7175	chrX	7194410	7196356	VT58198.1	1	0	0	0.334046624	0.383776533	0.262501706	0.256508542	0.557572786	0.446089344	0.331010642	0.389577709	0.521244469	0.4977151	0.5573717	0.384985567	0.455041288	0.300999559
X	7598437	7598685	MesoCRM-7216	chrX	7598436	7599468	CHES-1-like_upstreamCRM	0	0	1	0.401675695	0.479252646	0.405448179	0.388108577	0.370812969	0.678176368	0.607267644	0.611456404	0.645494604	0.653251068	0.564610293	0.54428994	0.493768206	0.433050978
X	7599221	7599468	MesoCRM-7217	chrX	7598436	7599468	CHES-1-like_upstreamCRM	0	0	1	0.721376758	0.711390646	0.790104144	0.537552684	0.592759418	0.479244633	0.52015958	0.44375739	0.503061522	0.357732728	0.349865353	0.446937268	0.60994896	0.267986704
X	8337510	8337779	MesoCRM-7269	chrX	8337544	8338183	org-1_HN39	0	0	1	0.329947892	0.526054662	0.431438447	0.218589888	0.289613049	0.780656352	0.729218933	0.590816526	0.700043444	0.672693064	0.424664152	0.367285081	0.433257396	0.186425533
2R	10320744	10321114	MesoCRM-735	chr2R	10320506	10321956	phyl	0	0	1	0.657846419	0.775041388	0.610771295	0.401491631	0.427652913	0.629950493	0.470383544	0.345717967	0.284866163	0.307183538	0.366755404	0.336309231	0.447779991	0.267986704
X	13262330	13262783	MesoCRM-7522	chrX	13262500	13262889	dmrt11E_10563	1	0	0	0.588167982	0.75257642	0.63936059	0.776217153	0.771399242	0.645021079	0.813838195	0.701755873	0.503061522	0.573538884	0.65388628	0.458000071	0.488927341	0.376734932
X	14913352	14913764	MesoCRM-7594	chrX	14912718	14914026	VT62058.1	1	0	0	0.600464177	0.688925678	0.405448179	0.707071372	0.397879609	0.865051633	0.734196536	0.500517057	0.439421209	0.458831107	0.817961066	0.298695699	0.382428316	0.25050931
X	14921082	14921509	MesoCRM-7595	chrX	14920810	14921745	VT62063.1	1	0	0	0.471354132	0.627147017	0.483418983	0.847593443	0.833652514	0.569668149	0.599801238	0.44891736	0.433360227	0.4977151	0.825199659	0.652705415	0.367905722	0.720457009
X	14922209	14922409	MesoCRM-7596	chrX	14922060	14922665	VT62063.2	1	0	0	0.780808366	0.621530775	0.337873482	0.399261122	0.392466281	0.545555211	0.373320273	0.188338892	0.251530761	0.437444912	0.540481648	0.371710203	0.387269181	0.306825357
X	14922531	14922797	MesoCRM-7597	chrX	14922060	14922665	VT62063.2	1	0	0	0.555378129	0.460531839	0.262501706	0.296657705	0.492612849	0.714345774	0.559980409	0.546956783	0.878842418	0.888499221	0.622519041	0.349584595	0.319497075	0.289347963
X	15786080	15786354	MesoCRM-7643	chrX	15786038	15786464	shi_10749	1	0	0	0.426268084	0.522310501	0.634162536	0.600006937	0.476372865	0.548569329	0.532603589	0.634676268	0.515183487	0.629920673	0.562197429	0.351797156	0.234781941	0.302941492
X	16077264	16077464	MesoCRM-7663	chrX	16076925	16078117	VT62613.2	0	1	0	0.278713747	0.23026592	0.272897813	0.194054288	0.60087941	0.382792883	0.223992164	0.322498103	0.4424517	0.375230524	0.475334307	0.754483209	0.629312419	0.702979615
X	16706485	16707093	MesoCRM-7738	chrX	16706763	16707088	VT62916.1	0	1	0	0.360688379	0.308893307	0.618568376	0.292196687	0.489906185	0.596795204	0.405674696	0.562436692	0.69095197	0.661027867	0.791419556	0.805372106	0.806003983	0.811727843
X	18039171	18039371	MesoCRM-7818	chrX	18038661	18040767	VT63626.1	0	1	0	0.276664382	0.194696387	0.101362045	0.254278033	0.354572985	0.455131696	0.266301795	0.190918877	0.218195359	0.44716591	0.506701545	0.27214497	0.481666044	0.712689278
X	18101970	18102356	MesoCRM-7822	chrX	18101917	18102417	Unspecified_BN119-sm	1	0	0	0.762364074	0.894854549	1	1	1	1	1	1	1	0.954602007	1	0.789884181	0.709186688	0.481599294
X	20552934	20553134	MesoCRM-7954	chrX	20551038	20553988	run_stripe_5	1	0	0	0.649648956	0.647739904	0.389854018	0.59331541	0.286906385	0.638992844	0.470383544	0.286378316	0.236378306	0.155535969	0.388471185	0.531014575	0.430836964	0.411689719
2R	11246974	11247444	MesoCRM-803	chr2R	11246972	11248464	VT17126.1	0	1	0	0.395527598	0.447427275	0.636761563	0.637925591	0.898612451	0.638992844	0.552514004	0.639836237	0.69095197	0.517157096	0.863805491	0.765546013	0.803583551	0.77288919
2R	1597306	1597885	MesoCRM-9	chr2R	1597060	1597739	ap_ApME680	0	0	1	0.407823792	0.501717613	0.444433581	0.765064608	0.744332602	0.723388126	0.709308518	0.565016677	0.451543174	0.491882501	0.46085712	0.380560446	0.479245612	0.277696367
2R	13345706	13346321	MesoCRM-941	chr2R	13345144	13346767	VT18224.1	1	0	0	0.940658898	0.898598711	0.943446724	0.615620501	0.592759418	1	1	0.825595145	0.897025365	0.806842837	0.767290911	0.789884181	0.643835014	0.543741139
2R	13644686	13644992	MesoCRM-965	chr2R	13644642	13645015	Unspecified_965	0	0	1	0.551279398	0.653356146	0.753717769	0.575471338	0.630652714	0.988630438	0.990543124	0.908154659	0.915208312	0.884610821	0.571848887	0.449149828	0.372746587	0.45635417
2R	14098700	14098904	MesoCRM-993	chr2R	14098269	14099143	CG30114_1426	1	0	0	0.577921153	0.482996807	0.236511438	0.724915445	0.690199322	0.431018758	0.333499444	0.291538286	0.290927145	0.266355346	0.291956605	0.396048371	0.363064857	0.35343174
